city,region,country,month,high_temp_F,low_temp_F,mean_temp_F,precipitation_in,humidity_percent,dew_point_F,wind_mph,pressure_Hg,visibility_mi
Melbourne,Victoria,Australia,June,58.0,40.0,49.0,1.85,82.0,44.0,9.0,30.18,7.0
Melbourne,Victoria,Australia,July,58.0,40.0,49.0,1.68,78.0,43.0,13.0,30.09,8.0
Melbourne,Victoria,Australia,August,59.0,40.0,50.0,2.15,75.0,42.0,12.0,30.07,7.0
Melbourne,Victoria,Australia,September,64.0,43.0,53.0,2.32,70.0,44.0,11.0,30.05,7.0
Melbourne,Victoria,Australia,October,70.0,46.0,58.0,2.02,66.0,46.0,12.0,30.02,7.0
Melbourne,Victoria,Australia,November,74.0,50.0,62.0,2.04,65.0,49.0,11.0,29.95,7.0
Melbourne,Victoria,Australia,December,79.0,52.0,66.0,1.7,62.0,51.0,11.0,29.92,7.0
Toronto,Ontario,Canada,January,31.0,16.0,23.0,2.32,76.0,17.0,20.0,30.04,11.0
Toronto,Ontario,Canada,February,32.0,17.0,24.0,2.04,73.0,17.0,20.0,30.05,12.0
Toronto,Ontario,Canada,March,41.0,25.0,33.0,1.87,67.0,23.0,20.0,30.05,13.0
Toronto,Ontario,Canada,April,54.0,35.0,44.0,3.09,63.0,31.0,19.0,29.98,14.0
Toronto,Ontario,Canada,May,67.0,46.0,56.0,2.94,64.0,43.0,17.0,29.98,14.0
Toronto,Ontario,Canada,June,77.0,57.0,67.0,3.18,66.0,54.0,16.0,29.94,14.0
Toronto,Ontario,Canada,July,82.0,62.0,72.0,3.03,66.0,59.0,16.0,29.95,14.0
Toronto,Ontario,Canada,August,80.0,61.0,70.0,2.67,69.0,59.0,15.0,30.0,14.0
Toronto,Ontario,Canada,September,73.0,53.0,63.0,2.75,72.0,53.0,15.0,30.04,14.0
Toronto,Ontario,Canada,October,59.0,42.0,51.0,2.69,74.0,42.0,17.0,30.03,13.0
Toronto,Ontario,Canada,November,46.0,32.0,39.0,2.65,75.0,32.0,18.0,30.05,13.0
Toronto,Ontario,Canada,December,36.0,24.0,30.0,2.31,77.0,24.0,19.0,30.04,12.0
Dallas,Texas,USA,January,58.0,38.0,48.0,2.51,61.0,34.0,14.0,30.14,10.0
Dallas,Texas,USA,February,62.0,42.0,52.0,2.81,61.0,37.0,16.0,30.09,9.0
Dallas,Texas,USA,March,70.0,50.0,60.0,3.57,59.0,45.0,17.0,30.03,10.0
Dallas,Texas,USA,April,77.0,57.0,67.0,3.11,60.0,52.0,19.0,29.94,10.0
Dallas,Texas,USA,May,85.0,66.0,75.0,4.76,64.0,62.0,18.0,29.92,10.0
Dallas,Texas,USA,June,93.0,74.0,83.0,3.76,61.0,68.0,17.0,29.9,10.0
Dallas,Texas,USA,July,97.0,78.0,87.0,1.74,55.0,69.0,15.0,29.95,10.0
Dallas,Texas,USA,August,97.0,78.0,87.0,2.18,54.0,68.0,13.0,29.94,10.0
Dallas,Texas,USA,September,90.0,71.0,80.0,2.96,57.0,63.0,12.0,29.97,10.0
Dallas,Texas,USA,October,80.0,59.0,69.0,4.62,60.0,54.0,14.0,30.02,10.0
Dallas,Texas,USA,November,68.0,48.0,58.0,2.97,62.0,44.0,15.0,30.11,10.0
Dallas,Texas,USA,December,59.0,40.0,50.0,2.9,63.0,37.0,14.0,30.12,9.0
Mexico City,Ciudad de México,Mexico,January,71.0,43.0,57.0,0.63,49.0,36.0,10.0,29.89,8.0
Mexico City,Ciudad de México,Mexico,February,76.0,46.0,61.0,0.5,43.0,35.0,11.0,29.82,8.0
Mexico City,Ciudad de México,Mexico,March,79.0,49.0,64.0,0.93,40.0,36.0,12.0,29.76,8.0
Mexico City,Ciudad de México,Mexico,April,81.0,54.0,67.0,1.72,40.0,39.0,13.0,29.72,8.0
Mexico City,Ciudad de México,Mexico,May,81.0,55.0,68.0,3.06,46.0,44.0,13.0,29.72,7.0
Mexico City,Ciudad de México,Mexico,June,78.0,57.0,67.0,6.66,58.0,49.0,13.0,29.74,8.0
Mexico City,Ciudad de México,Mexico,July,75.0,56.0,65.0,6.99,64.0,51.0,12.0,29.82,8.0
Mexico City,Ciudad de México,Mexico,August,75.0,56.0,66.0,7.76,65.0,51.0,12.0,29.8,8.0
Mexico City,Ciudad de México,Mexico,September,74.0,56.0,65.0,6.71,67.0,51.0,12.0,29.78,8.0
Mexico City,Ciudad de México,Mexico,October,74.0,52.0,63.0,3.49,61.0,47.0,12.0,29.81,8.0
Mexico City,Ciudad de México,Mexico,November,73.0,47.0,60.0,1.08,56.0,42.0,11.0,29.88,7.0
Mexico City,Ciudad de México,Mexico,December,72.0,44.0,58.0,0.2,50.0,38.0,10.0,29.89,7.0
Vancouver,British Columbia,Canada,January,45.0,35.0,40.0,6.76,88.0,37.0,15.0,30.04,15.0
Vancouver,British Columbia,Canada,February,47.0,35.0,41.0,3.74,83.0,36.0,14.0,30.04,17.0
Vancouver,British Columbia,Canada,March,51.0,38.0,44.0,4.38,79.0,38.0,16.0,30.02,18.0
Vancouver,British Columbia,Canada,April,56.0,43.0,49.0,3.19,76.0,41.0,16.0,30.03,20.0
Vancouver,British Columbia,Canada,May,63.0,49.0,56.0,2.14,74.0,47.0,15.0,30.02,21.0
Vancouver,British Columbia,Canada,June,68.0,54.0,61.0,1.84,73.0,51.0,15.0,30.02,22.0
Vancouver,British Columbia,Canada,July,73.0,57.0,65.0,1.17,72.0,55.0,15.0,30.03,24.0
Vancouver,British Columbia,Canada,August,73.0,57.0,65.0,1.18,74.0,56.0,14.0,30.01,22.0
Vancouver,British Columbia,Canada,September,66.0,53.0,60.0,2.55,80.0,53.0,14.0,30.02,20.0
Vancouver,British Columbia,Canada,October,57.0,45.0,51.0,4.9,85.0,46.0,14.0,30.05,17.0
Vancouver,British Columbia,Canada,November,49.0,39.0,44.0,6.99,86.0,40.0,15.0,30.02,15.0
Vancouver,British Columbia,Canada,December,44.0,34.0,39.0,6.67,87.0,36.0,15.0,30.04,15.0
Dar es Salaam,,Tanzania,January,90.0,77.0,83.0,2.39,78.0,75.0,20.0,29.85,12.0
Dar es Salaam,,Tanzania,February,90.0,76.0,83.0,3.46,78.0,75.0,17.0,29.85,12.0
Dar es Salaam,,Tanzania,March,90.0,75.0,82.0,6.01,82.0,75.0,11.0,29.85,12.0
Dar es Salaam,,Tanzania,April,87.0,74.0,81.0,10.49,86.0,75.0,10.0,29.89,12.0
Dar es Salaam,,Tanzania,May,86.0,72.0,79.0,5.64,83.0,72.0,12.0,29.96,13.0
Dar es Salaam,,Tanzania,June,85.0,69.0,77.0,1.19,80.0,69.0,13.0,30.02,12.0
Dar es Salaam,,Tanzania,July,85.0,67.0,76.0,1.25,79.0,67.0,14.0,30.05,13.0
Dar es Salaam,,Tanzania,August,86.0,67.0,76.0,1.28,78.0,68.0,12.0,30.04,13.0
Dar es Salaam,,Tanzania,September,87.0,68.0,77.0,0.89,77.0,68.0,12.0,30.01,13.0
Dar es Salaam,,Tanzania,October,88.0,70.0,79.0,3.09,78.0,70.0,12.0,29.95,13.0
Dar es Salaam,,Tanzania,November,89.0,73.0,81.0,5.27,80.0,73.0,12.0,29.89,12.0
Dar es Salaam,,Tanzania,December,90.0,76.0,83.0,4.13,79.0,75.0,15.0,29.87,12.0
Miami,Florida,USA,January,77.0,61.0,69.0,1.83,71.0,59.0,13.0,30.12,9.0
Miami,Florida,USA,February,79.0,64.0,71.0,2.22,71.0,61.0,14.0,30.1,9.0
Miami,Florida,USA,March,81.0,66.0,74.0,2.37,67.0,61.0,15.0,30.07,9.0
Miami,Florida,USA,April,84.0,70.0,77.0,3.27,66.0,65.0,16.0,30.03,10.0
Miami,Florida,USA,May,87.0,74.0,80.0,6.32,67.0,68.0,14.0,30.01,9.0
Miami,Florida,USA,June,89.0,76.0,83.0,10.62,73.0,73.0,11.0,30.02,9.0
Miami,Florida,USA,July,91.0,78.0,84.0,7.41,71.0,74.0,11.0,30.05,9.0
Miami,Florida,USA,August,91.0,78.0,84.0,9.48,73.0,74.0,11.0,30.01,9.0
Miami,Florida,USA,September,89.0,77.0,83.0,10.11,75.0,74.0,11.0,29.96,9.0
Miami,Florida,USA,October,86.0,74.0,80.0,7.11,72.0,71.0,13.0,29.97,9.0
Miami,Florida,USA,November,82.0,69.0,75.0,3.69,71.0,65.0,13.0,30.04,9.0
Miami,Florida,USA,December,79.0,65.0,72.0,2.5,72.0,62.0,13.0,30.09,9.0
Vienna,Vienna,Austria,January,38.0,28.0,33.0,1.04,82.0,27.0,19.0,30.13,6.0
Vienna,Vienna,Austria,February,43.0,30.0,36.0,1.07,76.0,29.0,20.0,30.09,7.0
Vienna,Vienna,Austria,March,51.0,34.0,43.0,1.32,69.0,32.0,20.0,30.05,8.0
Vienna,Vienna,Austria,April,62.0,42.0,52.0,1.24,64.0,40.0,19.0,29.96,9.0
Vienna,Vienna,Austria,May,69.0,51.0,60.0,2.11,68.0,48.0,18.0,29.98,9.0
Vienna,Vienna,Austria,June,77.0,57.0,67.0,2.2,67.0,55.0,16.0,29.99,9.0
Vienna,Vienna,Austria,July,80.0,60.0,70.0,2.71,65.0,57.0,17.0,29.97,10.0
Vienna,Vienna,Austria,August,80.0,60.0,70.0,2.5,67.0,57.0,15.0,29.99,10.0
Vienna,Vienna,Austria,September,70.0,53.0,61.0,1.88,73.0,51.0,16.0,30.04,9.0
Vienna,Vienna,Austria,October,59.0,44.0,51.0,1.55,80.0,45.0,16.0,30.08,7.0
Vienna,Vienna,Austria,November,47.0,37.0,42.0,1.13,84.0,37.0,18.0,30.07,6.0
Vienna,Vienna,Austria,December,39.0,30.0,34.0,0.98,84.0,30.0,18.0,30.13,6.0
Darwin,Northern Territory,Australia,January,90.0,77.0,83.0,16.06,81.0,76.0,17.0,29.72,9.0
Darwin,Northern Territory,Australia,February,89.0,77.0,83.0,15.41,82.0,76.0,17.0,29.73,9.0
Darwin,Northern Territory,Australia,March,90.0,77.0,83.0,11.13,80.0,75.0,14.0,29.77,9.0
Darwin,Northern Territory,Australia,April,92.0,76.0,84.0,3.7,72.0,72.0,14.0,29.83,10.0
Darwin,Northern Territory,Australia,May,90.0,72.0,81.0,0.73,63.0,65.0,15.0,29.88,10.0
Darwin,Northern Territory,Australia,June,88.0,68.0,78.0,0.09,58.0,59.0,15.0,29.91,10.0
Darwin,Northern Territory,Australia,July,88.0,67.0,77.0,0.04,59.0,59.0,15.0,29.93,10.0
Darwin,Northern Territory,Australia,August,89.0,68.0,79.0,0.06,61.0,61.0,14.0,29.93,10.0
Darwin,Northern Territory,Australia,September,92.0,73.0,82.0,0.64,66.0,68.0,15.0,29.89,9.0
Darwin,Northern Territory,Australia,October,93.0,77.0,85.0,2.47,68.0,72.0,15.0,29.85,9.0
Darwin,Northern Territory,Australia,November,93.0,78.0,85.0,5.32,72.0,74.0,14.0,29.79,9.0
Darwin,Northern Territory,Australia,December,91.0,78.0,85.0,10.16,77.0,75.0,15.0,29.74,9.0
Minneapolis,Minnesota,USA,January,24.0,9.0,17.0,0.84,75.0,10.0,15.0,30.13,8.0
Minneapolis,Minnesota,USA,February,28.0,12.0,20.0,0.9,72.0,13.0,15.0,30.12,9.0
Minneapolis,Minnesota,USA,March,42.0,25.0,33.0,1.66,66.0,23.0,16.0,30.1,9.0
Minneapolis,Minnesota,USA,April,56.0,37.0,47.0,2.89,57.0,31.0,17.0,29.99,10.0
Minneapolis,Minnesota,USA,May,69.0,49.0,59.0,3.83,58.0,44.0,16.0,29.96,10.0
Minneapolis,Minnesota,USA,June,79.0,60.0,70.0,4.58,62.0,56.0,14.0,29.91,10.0
Minneapolis,Minnesota,USA,July,84.0,65.0,74.0,3.94,64.0,61.0,13.0,29.95,10.0
Minneapolis,Minnesota,USA,August,81.0,63.0,72.0,4.48,67.0,60.0,13.0,29.98,10.0
Minneapolis,Minnesota,USA,September,73.0,54.0,64.0,2.92,66.0,52.0,14.0,30.01,10.0
Minneapolis,Minnesota,USA,October,58.0,41.0,50.0,2.57,66.0,38.0,15.0,30.03,10.0
Minneapolis,Minnesota,USA,November,42.0,28.0,35.0,1.47,70.0,26.0,15.0,30.07,9.0
Minneapolis,Minnesota,USA,December,29.0,15.0,22.0,1.25,76.0,16.0,14.0,30.09,8.0
Warsaw,,Poland,January,34.0,25.0,29.0,2.11,88.0,26.0,17.0,30.04,6.0
Warsaw,,Poland,February,37.0,26.0,32.0,2.09,85.0,27.0,17.0,30.02,6.0
Warsaw,,Poland,March,45.0,30.0,38.0,1.17,76.0,30.0,17.0,30.0,7.0
Warsaw,,Poland,April,58.0,39.0,48.0,1.55,68.0,37.0,15.0,29.96,8.0
Warsaw,,Poland,May,68.0,47.0,58.0,2.29,68.0,46.0,15.0,29.98,9.0
Warsaw,,Poland,June,74.0,54.0,64.0,2.48,69.0,53.0,14.0,29.97,9.0
Warsaw,,Poland,July,78.0,58.0,68.0,3.77,71.0,57.0,13.0,29.94,9.0
Warsaw,,Poland,August,76.0,56.0,66.0,2.55,72.0,56.0,12.0,29.98,9.0
Warsaw,,Poland,September,66.0,48.0,57.0,2.04,79.0,50.0,13.0,30.03,8.0
Warsaw,,Poland,October,55.0,40.0,48.0,1.63,84.0,43.0,14.0,30.05,7.0
Warsaw,,Poland,November,44.0,34.0,39.0,1.73,89.0,36.0,15.0,30.03,6.0
Warsaw,,Poland,December,37.0,27.0,32.0,1.5,89.0,30.0,16.0,30.04,6.0
Denver,Colorado,USA,January,46.0,20.0,33.0,0.47,56.0,16.0,16.0,30.04,28.0
Denver,Colorado,USA,February,47.0,21.0,34.0,0.64,59.0,17.0,16.0,30.0,26.0
Denver,Colorado,USA,March,56.0,28.0,42.0,1.18,53.0,21.0,17.0,29.94,27.0
Denver,Colorado,USA,April,62.0,34.0,48.0,1.86,53.0,27.0,18.0,29.88,26.0
Denver,Colorado,USA,May,71.0,43.0,57.0,2.35,56.0,38.0,16.0,29.88,27.0
Denver,Colorado,USA,June,83.0,53.0,68.0,2.01,48.0,44.0,16.0,29.86,28.0
Denver,Colorado,USA,July,89.0,59.0,74.0,2.34,47.0,49.0,15.0,29.93,26.0
Denver,Colorado,USA,August,87.0,57.0,72.0,1.89,49.0,48.0,15.0,29.96,26.0
Denver,Colorado,USA,September,80.0,49.0,65.0,1.33,46.0,39.0,15.0,29.96,27.0
Denver,Colorado,USA,October,66.0,37.0,52.0,0.97,50.0,29.0,15.0,29.99,27.0
Denver,Colorado,USA,November,55.0,27.0,41.0,0.65,53.0,21.0,15.0,30.03,27.0
Denver,Colorado,USA,December,46.0,20.0,33.0,0.59,56.0,15.0,16.0,30.03,27.0
Minsk,,Belarus,January,29.0,21.0,25.0,1.94,87.0,21.0,13.0,30.02,5.0
Minsk,,Belarus,February,31.0,22.0,26.0,1.64,84.0,22.0,13.0,30.0,5.0
Minsk,,Belarus,March,40.0,27.0,34.0,1.65,74.0,26.0,14.0,29.98,6.0
Minsk,,Belarus,April,55.0,37.0,46.0,1.78,63.0,33.0,13.0,29.96,7.0
Minsk,,Belarus,May,66.0,47.0,56.0,2.61,63.0,44.0,13.0,29.97,7.0
Minsk,,Belarus,June,72.0,54.0,63.0,2.95,65.0,51.0,13.0,29.93,7.0
Minsk,,Belarus,July,76.0,58.0,67.0,3.82,68.0,55.0,12.0,29.92,7.0
Minsk,,Belarus,August,74.0,56.0,65.0,2.78,69.0,54.0,11.0,29.97,7.0
Minsk,,Belarus,September,63.0,47.0,55.0,2.11,76.0,47.0,12.0,30.03,6.0
Minsk,,Belarus,October,50.0,38.0,44.0,2.25,82.0,39.0,13.0,30.06,6.0
Minsk,,Belarus,November,39.0,31.0,35.0,1.93,88.0,32.0,13.0,30.05,4.0
Minsk,,Belarus,December,31.0,24.0,28.0,1.86,89.0,25.0,14.0,30.03,4.0
Washington DC,,USA,January,44.0,30.0,37.0,2.83,61.0,24.0,15.0,30.12,9.0
Washington DC,,USA,February,47.0,31.0,40.0,2.77,59.0,25.0,15.0,30.11,9.0
Washington DC,,USA,March,56.0,38.0,47.0,3.48,56.0,31.0,16.0,30.08,9.0
Washington DC,,USA,April,67.0,48.0,57.0,3.25,58.0,42.0,15.0,30.01,10.0
Washington DC,,USA,May,76.0,57.0,67.0,4.04,64.0,54.0,14.0,30.01,9.0
Washington DC,,USA,June,85.0,67.0,76.0,4.31,65.0,63.0,13.0,29.98,9.0
Washington DC,,USA,July,89.0,72.0,81.0,4.36,64.0,67.0,12.0,29.99,9.0
Washington DC,,USA,August,87.0,71.0,79.0,3.47,66.0,66.0,12.0,30.02,9.0
Washington DC,,USA,September,80.0,64.0,72.0,3.96,67.0,60.0,13.0,30.06,10.0
Washington DC,,USA,October,69.0,52.0,61.0,3.73,68.0,49.0,13.0,30.08,10.0
Washington DC,,USA,November,58.0,41.0,49.0,2.94,63.0,37.0,14.0,30.14,10.0
Washington DC,,USA,December,48.0,34.0,41.0,3.22,64.0,29.0,14.0,30.13,9.0
Detroit,Michigan,USA,January,33.0,21.0,27.0,1.37,74.0,19.0,17.0,30.08,8.0
Detroit,Michigan,USA,February,35.0,22.0,28.0,1.35,70.0,20.0,16.0,30.09,8.0
Detroit,Michigan,USA,March,45.0,29.0,37.0,1.7,65.0,26.0,16.0,30.08,9.0
Detroit,Michigan,USA,April,58.0,39.0,48.0,2.34,60.0,34.0,16.0,29.99,10.0
Detroit,Michigan,USA,May,70.0,50.0,60.0,3.05,61.0,46.0,14.0,29.99,10.0
Detroit,Michigan,USA,June,80.0,61.0,70.0,2.69,63.0,56.0,13.0,29.95,9.0
Detroit,Michigan,USA,July,84.0,66.0,75.0,2.91,63.0,61.0,12.0,29.97,10.0
Detroit,Michigan,USA,August,82.0,64.0,73.0,3.02,67.0,61.0,11.0,30.01,9.0
Detroit,Michigan,USA,September,75.0,57.0,66.0,2.75,68.0,55.0,12.0,30.04,10.0
Detroit,Michigan,USA,October,62.0,45.0,54.0,2.09,68.0,43.0,14.0,30.05,9.0
Detroit,Michigan,USA,November,49.0,35.0,42.0,2.01,70.0,32.0,15.0,30.09,9.0
Detroit,Michigan,USA,December,38.0,27.0,32.0,1.7,74.0,25.0,16.0,30.08,8.0
Montevideo,,Uruguay,January,83.0,67.0,75.0,2.96,63.0,62.0,16.0,29.89,8.0
Montevideo,,Uruguay,February,81.0,68.0,74.0,3.17,66.0,63.0,14.0,29.9,8.0
Montevideo,,Uruguay,March,77.0,63.0,70.0,2.87,68.0,60.0,14.0,29.97,8.0
Montevideo,,Uruguay,April,72.0,60.0,66.0,2.75,72.0,57.0,13.0,30.0,7.0
Montevideo,,Uruguay,May,66.0,53.0,59.0,2.94,76.0,52.0,12.0,30.04,7.0
Montevideo,,Uruguay,June,61.0,47.0,54.0,2.18,75.0,47.0,12.0,30.05,6.0
Montevideo,,Uruguay,July,60.0,46.0,53.0,2.94,75.0,45.0,13.0,30.09,6.0
Montevideo,,Uruguay,August,64.0,48.0,56.0,3.8,73.0,47.0,13.0,30.07,6.0
Montevideo,,Uruguay,September,65.0,52.0,58.0,3.18,71.0,49.0,14.0,30.04,7.0
Montevideo,,Uruguay,October,70.0,55.0,63.0,3.2,70.0,53.0,15.0,29.99,7.0
Montevideo,,Uruguay,November,76.0,60.0,68.0,2.27,64.0,56.0,16.0,29.93,8.0
Montevideo,,Uruguay,December,82.0,65.0,73.0,3.1,61.0,60.0,15.0,29.86,8.0
Winnipeg,Manitoba,Canada,January,16.0,2.0,9.0,0.7,75.0,2.0,9.0,30.07,
Winnipeg,Manitoba,Canada,February,16.0,0.0,8.0,0.45,71.0,1.0,8.0,30.12,
Winnipeg,Manitoba,Canada,March,34.0,17.0,26.0,0.98,67.0,16.0,8.0,30.08,
Winnipeg,Manitoba,Canada,April,49.0,29.0,39.0,1.22,55.0,23.0,9.0,30.03,
Winnipeg,Manitoba,Canada,May,66.0,45.0,55.0,2.49,52.0,36.0,9.0,29.97,
Winnipeg,Manitoba,Canada,June,77.0,57.0,67.0,3.17,57.0,50.0,7.0,29.85,
Winnipeg,Manitoba,Canada,July,81.0,62.0,71.0,2.32,60.0,56.0,7.0,29.91,
Winnipeg,Manitoba,Canada,August,78.0,59.0,69.0,2.48,61.0,54.0,7.0,29.91,
Winnipeg,Manitoba,Canada,September,68.0,50.0,59.0,2.08,64.0,46.0,7.0,29.94,
Winnipeg,Manitoba,Canada,October,51.0,36.0,44.0,1.57,68.0,33.0,8.0,29.94,
Winnipeg,Manitoba,Canada,November,33.0,20.0,26.0,0.93,75.0,19.0,8.0,30.02,
Winnipeg,Manitoba,Canada,December,19.0,6.0,12.0,0.81,78.0,6.0,8.0,30.05,
Dhaka,,Bangladesh,January,76.0,59.0,67.0,0.39,66.0,55.0,4.0,29.97,2.0
Dhaka,,Bangladesh,February,83.0,65.0,74.0,0.3,57.0,57.0,4.0,29.92,2.0
Dhaka,,Bangladesh,March,90.0,71.0,81.0,0.91,57.0,63.0,5.0,29.84,2.0
Dhaka,,Bangladesh,April,93.0,76.0,84.0,5.69,66.0,71.0,7.0,29.75,3.0
Dhaka,,Bangladesh,May,93.0,78.0,85.0,9.51,73.0,75.0,7.0,29.67,3.0
Dhaka,,Bangladesh,June,91.0,80.0,86.0,12.78,78.0,77.0,6.0,29.56,3.0
Dhaka,,Bangladesh,July,90.0,80.0,85.0,16.81,80.0,78.0,6.0,29.55,3.0
Dhaka,,Bangladesh,August,91.0,80.0,86.0,13.67,80.0,78.0,5.0,29.58,3.0
Dhaka,,Bangladesh,September,91.0,80.0,86.0,8.47,79.0,77.0,3.0,29.68,3.0
Dhaka,,Bangladesh,October,90.0,77.0,83.0,5.88,74.0,73.0,3.0,29.8,3.0
Dhaka,,Bangladesh,November,85.0,68.0,77.0,0.7,68.0,64.0,2.0,29.89,2.0
Dhaka,,Bangladesh,December,78.0,61.0,70.0,0.88,71.0,59.0,2.0,29.95,2.0
Montréal,Quebec,Canada,January,24.0,9.0,16.0,2.8,73.0,9.0,19.0,30.03,12.0
Montréal,Quebec,Canada,February,26.0,11.0,19.0,2.36,70.0,11.0,19.0,30.02,13.0
Montréal,Quebec,Canada,March,37.0,21.0,29.0,2.6,66.0,19.0,19.0,30.02,14.0
Montréal,Quebec,Canada,April,52.0,34.0,43.0,3.34,61.0,29.0,19.0,29.96,17.0
Montréal,Quebec,Canada,May,67.0,47.0,57.0,2.78,61.0,43.0,18.0,29.96,18.0
Montréal,Quebec,Canada,June,76.0,57.0,66.0,3.23,66.0,54.0,16.0,29.9,17.0
Montréal,Quebec,Canada,July,80.0,62.0,71.0,3.2,69.0,60.0,16.0,29.91,17.0
Montréal,Quebec,Canada,August,78.0,60.0,69.0,3.3,70.0,59.0,15.0,29.96,17.0
Montréal,Quebec,Canada,September,70.0,52.0,61.0,3.05,73.0,52.0,15.0,30.02,17.0
Montréal,Quebec,Canada,October,56.0,41.0,48.0,3.85,73.0,40.0,17.0,30.01,16.0
Montréal,Quebec,Canada,November,43.0,29.0,36.0,3.06,75.0,29.0,18.0,30.04,14.0
Montréal,Quebec,Canada,December,31.0,18.0,24.0,3.12,77.0,18.0,19.0,30.03,12.0
Yangon,,Myanmar,January,91.0,64.0,77.0,0.3,68.0,66.0,8.0,29.91,4.0
Yangon,,Myanmar,February,95.0,66.0,81.0,0.02,62.0,67.0,8.0,29.89,4.0
Yangon,,Myanmar,March,99.0,70.0,85.0,0.03,62.0,70.0,10.0,29.84,4.0
Yangon,,Myanmar,April,100.0,75.0,88.0,0.5,65.0,74.0,11.0,29.8,4.0
Yangon,,Myanmar,May,97.0,76.0,86.0,5.9,74.0,76.0,10.0,29.75,4.0
Yangon,,Myanmar,June,89.0,74.0,82.0,14.92,88.0,77.0,10.0,29.72,4.0
Yangon,,Myanmar,July,87.0,74.0,81.0,16.46,90.0,77.0,10.0,29.73,4.0
Yangon,,Myanmar,August,87.0,74.0,81.0,13.63,90.0,77.0,10.0,29.73,4.0
Yangon,,Myanmar,September,89.0,74.0,82.0,12.05,88.0,77.0,9.0,29.78,4.0
Yangon,,Myanmar,October,91.0,74.0,82.0,7.19,84.0,77.0,8.0,29.83,4.0
Yangon,,Myanmar,November,92.0,72.0,82.0,2.38,79.0,75.0,8.0,29.87,4.0
Yangon,,Myanmar,December,91.0,66.0,78.0,0.06,73.0,69.0,8.0,29.91,4.0
Doha,,Qatar,January,73.0,58.0,66.0,0.43,67.0,53.0,15.0,30.09,6.0
Doha,,Qatar,February,75.0,60.0,68.0,0.55,64.0,53.0,17.0,30.03,6.0
Doha,,Qatar,March,82.0,65.0,73.0,0.59,56.0,54.0,18.0,29.95,7.0
Doha,,Qatar,April,92.0,73.0,82.0,0.27,47.0,57.0,16.0,29.85,7.0
Doha,,Qatar,May,103.0,82.0,93.0,0.16,38.0,59.0,17.0,29.72,7.0
Doha,,Qatar,June,108.0,87.0,97.0,0.01,36.0,62.0,18.0,29.54,6.0
Doha,,Qatar,July,108.0,89.0,99.0,0.11,44.0,69.0,16.0,29.46,6.0
Doha,,Qatar,August,107.0,89.0,98.0,0.0,57.0,77.0,14.0,29.52,6.0
Doha,,Qatar,September,103.0,85.0,94.0,0.1,57.0,74.0,13.0,29.68,6.0
Doha,,Qatar,October,96.0,80.0,88.0,0.22,59.0,70.0,12.0,29.88,7.0
Doha,,Qatar,November,86.0,71.0,79.0,0.62,62.0,63.0,14.0,30.01,7.0
Doha,,Qatar,December,77.0,63.0,70.0,0.5,68.0,57.0,14.0,30.09,7.0
Moscow,,Russia,January,24.0,16.0,20.0,2.3,85.0,17.0,5.0,30.02,4.0
Moscow,,Russia,February,28.0,19.0,24.0,1.65,80.0,18.0,6.0,30.06,5.0
Moscow,,Russia,March,38.0,24.0,31.0,1.74,69.0,21.0,6.0,29.97,5.0
Moscow,,Russia,April,52.0,36.0,44.0,1.66,62.0,30.0,4.0,29.94,6.0
Moscow,,Russia,May,67.0,49.0,58.0,3.15,62.0,44.0,3.0,29.97,5.0
Moscow,,Russia,June,73.0,56.0,64.0,2.48,64.0,51.0,3.0,29.93,6.0
Moscow,,Russia,July,75.0,59.0,67.0,3.29,69.0,56.0,3.0,29.88,5.0
Moscow,,Russia,August,74.0,57.0,65.0,2.48,71.0,54.0,3.0,29.99,5.0
Moscow,,Russia,September,61.0,48.0,55.0,2.19,78.0,47.0,3.0,30.02,5.0
Moscow,,Russia,October,48.0,38.0,43.0,2.27,78.0,36.0,3.0,30.09,6.0
Moscow,,Russia,November,37.0,30.0,33.0,2.28,85.0,29.0,5.0,30.12,5.0
Moscow,,Russia,December,29.0,22.0,26.0,2.21,87.0,22.0,5.0,30.04,4.0
Zagreb,,Croatia,January,41.0,29.0,35.0,2.11,87.0,29.0,8.0,30.14,5.0
Zagreb,,Croatia,February,47.0,31.0,39.0,2.1,79.0,30.0,9.0,30.1,6.0
Zagreb,,Croatia,March,56.0,37.0,46.0,2.18,71.0,34.0,11.0,30.05,8.0
Zagreb,,Croatia,April,65.0,45.0,55.0,2.65,70.0,42.0,11.0,29.96,9.0
Zagreb,,Croatia,May,73.0,52.0,63.0,3.33,70.0,51.0,10.0,29.97,9.0
Zagreb,,Croatia,June,80.0,60.0,70.0,3.9,71.0,58.0,9.0,29.98,9.0
Zagreb,,Croatia,July,83.0,62.0,73.0,3.29,70.0,60.0,8.0,29.96,9.0
Zagreb,,Croatia,August,83.0,62.0,72.0,2.81,70.0,60.0,8.0,29.98,9.0
Zagreb,,Croatia,September,73.0,54.0,64.0,3.59,77.0,54.0,8.0,30.04,8.0
Zagreb,,Croatia,October,63.0,46.0,54.0,3.13,83.0,47.0,8.0,30.09,6.0
Zagreb,,Croatia,November,51.0,38.0,45.0,3.3,87.0,39.0,8.0,30.08,5.0
Zagreb,,Croatia,December,41.0,30.0,36.0,2.86,89.0,31.0,8.0,30.14,5.0
